neuron_id,super_class,class,cell_type,side,nt_type,nt_score
720575940626462184,visual_projection,,LC16,left,ACH,0.48
720575940626463570,visual_projection,,LC16,right,ACH,0.69
720575940626465542,central,,PVLP006,right,GLUT,0.73
720575940626507408,visual_projection,,LPLC1,right,ACH,0.69
720575940626510869,visual_projection,,LPLC1,right,ACH,0.62
720575940626517129,visual_projection,,LC16,right,ACH,0.56
720575940626535973,central,,PLP096,right,ACH,0.9
720575940626542985,visual_projection,,LC16,left,ACH,0.5
720575940626553596,visual_projection,,LC4,right,ACH,0.61
720575940626575997,central,,WED125,right,ACH,0.71
720575940626583056,central,,CB0352,right,GABA,0.74
720575940626605200,visual_projection,,LC4,left,ACH,0.59
720575940626611026,visual_projection,,LC16,right,ACH,0.68
720575940626617084,visual_projection,,LPLC2,left,ACH,0.58
720575940626626895,visual_projection,,LC4,left,ACH,0.55
720575940626630693,visual_projection,,LPT48_vCal3,right,ACH,0.89
720575940626661704,visual_projection,,LPLC1,right,ACH,0.59
720575940626663953,central,,AVLP340,left,ACH,0.88
720575940626667270,visual_projection,,LPLC1,left,ACH,0.65
720575940626677097,central,,PVLP074,right,ACH,0.86
720575940626688772,central,,PS203a,right,ACH,0.79
720575940626693130,central,,PS057,right,GLUT,0.74
720575940626721881,visual_projection,,LPLC1,left,ACH,0.65
720575940626730883,descending,,DNg97,left,ACH,0.8
720575940626735016,visual_projection,,LPLC2,right,ACH,0.74
720575940626738565,central,,PLP228,left,ACH,0.84
720575940626742769,visual_projection,,LC16,left,ACH,0.54
720575940626745392,visual_projection,,LPLC2,right,ACH,0.59
720575940626749061,visual_projection,,LTe13,left,ACH,0.88
720575940626774037,central,,CB2458,right,ACH,0.79
720575940626774863,central,,CB3201,right,ACH,0.84
720575940626818085,central,,PVLP141,right,ACH,0.75
720575940626861104,central,,AVLP477,right,ACH,0.78
720575940626863107,visual_projection,,LC31a,right,ACH,0.85
720575940626865148,visual_projection,,LPLC1,left,ACH,0.65
720575940626869946,optic,ME.LO,LMa2,left,GABA,0.73
720575940626873000,visual_projection,,LPLC2,right,ACH,0.49
720575940626887080,central,,CB1688,left,ACH,0.91
720575940626901136,descending,,DNg40,left,GLUT,0.52
720575940626916936,visual_projection,,LC4,left,ACH,0.63
720575940626977947,central,,PVLP120,right,ACH,0.91
720575940627030790,visual_projection,,LC16,left,ACH,0.52
720575940627033672,visual_projection,,LPLC4,right,ACH,0.75
720575940627066884,visual_projection,,LC16,right,ACH,0.68
720575940627069416,visual_projection,,"LT53,PLP098",left,ACH,0.84
720575940627069712,visual_projection,,LTe65,right,ACH,0.84
720575940627083397,central,,PVLP150,right,ACH,0.92
720575940627094696,central,,LAL027,right,ACH,0.81
720575940627096957,central,,CB0010,right,GABA,0.56
720575940627100176,visual_projection,,LC16,left,ACH,0.41
720575940627111752,central,,PVLP019,right,GABA,0.87
720575940627118282,central,,CB1986,left,ACH,0.87
720575940627144138,central,,LAL025,right,ACH,0.78
720575940627149514,visual_projection,,LPLC4,left,ACH,0.74
720575940627174404,central,,CB1688,right,ACH,0.92
720575940627179270,visual_projection,,LC16,left,ACH,0.55
720575940627204362,central,,PS011,left,ACH,0.88
720575940627206842,central,,AVLP500,right,ACH,0.86
720575940627231400,central,,LAL026,right,ACH,0.84
720575940627253604,central,,VES041,left,GABA,0.84
720575940627279134,visual_projection,,LPLC1,right,ACH,0.7
720575940627291140,central,,PVLP128,right,ACH,0.84
720575940627348617,optic,bilateral,H1,right,GABA,0.55
720575940627368254,visual_projection,,LPLC2,left,ACH,0.43
720575940627384851,central,,IB068,right,ACH,0.87
720575940627427015,visual_projection,,LPLC1,right,ACH,0.63
720575940627471619,visual_projection,,LPLC4,left,ACH,0.75
720575940627488540,visual_projection,,LT74,left,GLUT,0.76
720575940627497244,optic,LO,Li33,left,GABA,0.88
720575940627519107,visual_projection,,LC4,left,ACH,0.58
720575940627553923,visual_projection,,LPLC2,right,ACH,0.55
720575940627555197,visual_projection,,LPLC1,left,ACH,0.6
720575940627639528,central,,CB0564,right,GLUT,0.65
720575940627645514,descending,,DNp03,left,ACH,0.67
720575940627652358,descending,,DNp09,right,ACH,0.9
720575940627685765,visual_projection,,LPLC2,left,ACH,0.63
720575940627715870,central,,PS065,right,GABA,0.76
720575940627717246,central,,LAL026,right,ACH,0.82
720575940627717314,central,,CB1426,right,ACH,0.79
720575940627787609,descending,,DNa01,left,ACH,0.71
720575940627796298,central,,AVLP080,left,GABA,0.72
720575940627806992,visual_projection,,LPLC1,left,ACH,0.61
720575940627848196,central,,CB2281,right,ACH,0.83
720575940627852563,visual_projection,,LPLC4,right,ACH,0.82
720575940627874832,visual_projection,,LC16,right,ACH,0.6
720575940627902078,visual_projection,,LPLC2,left,ACH,0.57
720575940627902979,visual_projection,,LPLC2,right,ACH,0.49
720575940627910021,visual_projection,,LPLC1,right,ACH,0.66
720575940628039034,visual_projection,,LPLC2,right,ACH,0.54
720575940628064260,visual_projection,,LC4,left,ACH,0.6
720575940628069501,optic,LO,Li32,left,GABA,0.64
720575940628073085,visual_projection,,LPLC4,right,ACH,0.75
720575940628081541,visual_projection,,LC4,left,ACH,0.6
720575940628120744,visual_projection,,LT82b,right,ACH,0.76
720575940628145257,visual_projection,,LPLC4,right,ACH,0.8
720575940628169219,central,,AVLP479,left,GABA,0.71
720575940628197892,visual_projection,,LPLC2,right,ACH,0.46
720575940628215558,central,,CL038,right,GLUT,0.7
720575940628251146,optic,LO,Li24,right,GABA,0.7
720575940628255621,visual_projection,,LPLC4,right,ACH,0.76
720575940628258577,optic,LO,Li24,left,GABA,0.6
720575940628300076,central,,CB1932,left,ACH,0.69
720575940628307026,optic,LOP>ME.LO,Am1,right,GABA,0.88
720575940628308904,visual_projection,,LC16,right,ACH,0.67
720575940628309160,visual_projection,,LC16,right,ACH,0.7
720575940628309416,visual_projection,,LC16,right,ACH,0.61
720575940628324802,visual_projection,,LPLC1,left,ACH,0.56
720575940628348265,central,,AVLP280,right,ACH,0.94
720575940628352850,descending,,DNb05,left,ACH,0.87
720575940628356666,visual_projection,,"LT53,PLP098",left,ACH,0.78
720575940628376586,central,,AVLP189_b,right,ACH,0.83
720575940628395797,visual_projection,,LPLC2,left,ACH,0.47
720575940628419527,visual_projection,,LC4,right,ACH,0.63
720575940628436839,central,,AVLP202,left,GABA,0.49
720575940628437291,descending,,DNp35,left,ACH,0.8
720575940628446010,central,,CB0021,right,GABA,0.71
720575940628454522,visual_projection,,LC4,left,ACH,0.59
720575940628456196,visual_projection,,LC16,right,ACH,0.66
720575940628462340,visual_projection,,LC4,left,ACH,0.58
720575940628463468,visual_projection,,LC31b,right,ACH,0.86
720575940628473214,visual_projection,,LPLC1,right,ACH,0.62
720575940628499582,visual_projection,,LC16,left,ACH,0.48
720575940628513015,visual_projection,,LC16,left,ACH,0.53
720575940628518400,visual_projection,,LC4,right,ACH,0.65
720575940628523113,visual_projection,,LPLC4,left,ACH,0.75
720575940628532623,optic,ME.LO,LMa2,left,GABA,0.78
720575940628537852,central,,CB0431,right,ACH,0.7
720575940628545406,visual_projection,,LC16,left,ACH,0.48
720575940628552247,visual_projection,,LPLC2,left,ACH,0.74
720575940628561767,central,,"LAL028, LAL029",left,ACH,0.83
720575940628579066,central,,PVLP123c,right,ACH,0.71
720575940628599895,visual_projection,,LC4,right,ACH,0.58
720575940628603842,visual_projection,,LPLC2,right,ACH,0.6
720575940628606713,visual_projection,,LC4,right,ACH,0.6
720575940628627867,descending,,DNbe003,right,ACH,0.84
720575940628641127,central,,CL140,left,GABA,0.78
720575940628678991,central,,WED125,right,ACH,0.74
720575940628699560,visual_projection,,LC4,left,ACH,0.56
720575940628716294,visual_projection,,LPLC1,left,ACH,0.61
720575940628778058,visual_projection,,LPLC2,right,ACH,0.61
720575940628779898,central,,CB3114,left,ACH,0.71
720575940628789374,visual_projection,,LC16,right,ACH,0.67
720575940628793621,central,,PVLP017,left,GABA,0.69
720575940628847164,visual_projection,,LPLC2,left,ACH,0.52
720575940628849668,visual_projection,,LPLC2,right,ACH,0.5
720575940628851697,optic,LO>ME,LMa1,right,GLUT,0.58
720575940628883535,descending,,DNge099,right,GLUT,0.61
720575940628884486,visual_projection,,LPLC1,right,ACH,0.64
720575940628884496,descending,,DNp03,right,ACH,0.65
720575940628891863,visual_projection,,LC4,right,ACH,0.55
720575940628921303,visual_projection,,LPLC2,left,ACH,0.51
720575940628976956,visual_projection,,LPLC2,left,ACH,0.54
720575940628990214,visual_projection,,LPLC2,right,ACH,0.48
720575940628995884,visual_projection,,LC16,left,ACH,0.51
720575940628998396,visual_projection,,LPLC1,right,ACH,0.6
720575940629047340,visual_projection,,LPLC1,left,ACH,0.61
720575940629065078,central,,CB1852,right,ACH,0.91
720575940629123454,central,,CB0564,left,GLUT,0.65
720575940629177655,central,,LAL053,left,GLUT,0.74
720575940629179900,optic,LO,Li24,left,GABA,0.67
720575940629192975,central,,PVLP021,right,GABA,0.76
720575940629245937,visual_projection,,LPLC1,left,ACH,0.61
720575940629249783,central,,AVLP531,left,GABA,0.84
720575940629256779,central,,PVLP019,left,GABA,0.85
720575940629292785,visual_projection,,LPLC2,left,ACH,0.49
720575940629310970,central,,PVLP123c,left,ACH,0.73
720575940629320010,visual_projection,,LPLC4,left,ACH,0.83
720575940629325611,visual_projection,,LPLC1,right,ACH,0.65
720575940629327659,descending,,DNa02,left,ACH,0.79
720575940629357676,visual_projection,,LPLC4,right,ACH,0.82
720575940629357932,visual_projection,,LPLC4,right,ACH,0.84
720575940629358321,central,,AVLP500,left,ACH,0.83
720575940629368015,visual_projection,,LPLC2,left,ACH,0.71
720575940629378754,central,,CB0076,left,GABA,0.56
720575940629382903,central,,PVLP008,left,GLUT,0.72
720575940629384271,visual_projection,,LPLC2,right,ACH,0.53
720575940629426025,central,,PLP034,left,GLUT,0.77
720575940629437178,central,,CL316,right,GABA,0.71
720575940629437545,central,,LAL054,right,GLUT,0.67
720575940629461442,descending,,DNb05,right,ACH,0.89
720575940629473847,central,,AVLP575,right,ACH,0.77
720575940629478956,central,,CB1986,right,ACH,0.88
720575940629489116,visual_projection,,LPLC1,right,ACH,0.69
720575940629489414,central,,CB2700,left,GABA,0.89
720575940629493356,visual_projection,,LC16,right,ACH,0.64
720575940629502251,descending,,DNbe007,right,ACH,0.8
720575940629513222,optic,LOP>ME.LO,Am1,left,GABA,0.85
720575940629513478,central,,AVLP538,right,DA,0.67
720575940629517049,visual_projection,,LPLC4,right,ACH,0.8
720575940629525882,visual_projection,,LTe65,right,ACH,0.86
720575940629547991,central,,"LAL160,LAL161",left,ACH,0.78
720575940629602871,central,,PVLP122b,left,ACH,0.67
720575940629638186,central,,"PVLP004,PVLP005",right,GLUT,0.54
720575940629638443,visual_projection,,LPLC1,left,ACH,0.56
720575940629640960,visual_projection,,LC16,right,ACH,0.72
720575940629661381,visual_projection,,LPLC1,left,ACH,0.58
720575940629677112,central,,CB3400,right,ACH,0.86
720575940629701737,central,,CB0010,left,GABA,0.56
720575940629753807,visual_projection,,LC4,left,ACH,0.53
720575940629757036,descending,,DNp04,right,ACH,0.86
720575940629766266,central,,CB0021,left,GABA,0.71
720575940629766615,central,,CB0013,right,GABA,0.46
720575940629768722,central,,PLP228,right,ACH,0.81
720575940629777018,descending,,DNp11,right,ACH,0.72
720575940629778587,visual_projection,,LPLC1,left,ACH,0.6
720575940629787223,visual_projection,,LPLC1,right,ACH,0.61
720575940629961219,central,,LAL010,left,ACH,0.85
720575940629964591,visual_projection,,LC4,right,ACH,0.61
720575940629967703,visual_projection,,LPLC2,right,ACH,0.54
720575940629986816,central,,CL092,right,ACH,0.88
720575940629996741,visual_projection,,LC16,left,ACH,0.57
720575940630006521,visual_projection,,LT62,right,ACH,0.91
720575940630006636,central,,PLP092,right,ACH,0.87
720575940630072364,central,,CB1958,left,GLUT,0.65
720575940630085583,descending,,DNa03,right,ACH,0.87
720575940630086698,central,,AVLP258,right,ACH,0.86
720575940630154660,visual_projection,,LC4,right,ACH,0.63
720575940630209603,visual_projection,,LPLC2,left,ACH,0.5
720575940630222812,central,,PS020,left,ACH,0.9
720575940630291767,descending,,DNge046,left,GABA,0.59
720575940630308163,visual_projection,,LC16,left,ACH,0.43
720575940630318533,central,,PVLP069,right,ACH,0.84
720575940630321464,visual_projection,,LPLC4,left,ACH,0.86
720575940630357886,visual_projection,,LC16,left,ACH,0.57
720575940630385000,visual_projection,,LTe65,left,ACH,0.85
720575940630420281,visual_projection,,LPLC1,left,ACH,0.58
720575940630460663,central,,PVLP006,left,GLUT,0.74
720575940630484495,visual_projection,,LC4,left,ACH,0.68
720575940630538362,visual_projection,,LC16,left,ACH,0.57
720575940630607738,descending,,DNae007,left,ACH,0.75
720575940630650936,visual_projection,,LPLC2,right,ACH,0.55
720575940630657015,central,,PS232,left,ACH,0.73
720575940630657271,central,,IB061,right,ACH,0.87
720575940630719831,visual_projection,,LPLC2,right,ACH,0.73
720575940630731847,visual_projection,,LPLC2,left,ACH,0.79
720575940630733884,central,,PVLP015,right,GLUT,0.6
720575940630742521,central,,PVLP008,right,GLUT,0.61
720575940630745148,visual_projection,,LPLC4,right,ACH,0.75
720575940630758418,descending,,DNb01,right,GLUT,0.76
720575940630831185,visual_projection,,LPLC2,left,ACH,0.59
720575940630851036,visual_projection,,LC4,left,ACH,0.62
720575940630883897,visual_projection,,LC16,right,ACH,0.59
720575940630914863,visual_projection,,LC16,left,ACH,0.55
720575940630998339,visual_projection,,LC4,left,ACH,0.6
720575940631032657,visual_projection,,LC4,right,ACH,0.56
720575940631059501,visual_projection,,LPLC1,right,ACH,0.69
720575940631082808,descending,,MDN,left,ACH,0.78
720575940631086151,visual_projection,,LC16,right,ACH,0.61
720575940631091407,descending,,DNge099,left,GLUT,0.61
720575940631095158,visual_projection,,LPLC2,right,ACH,0.53
720575940631122191,descending,,DNp43,left,ACH,0.92
720575940631123759,visual_projection,,LPLC1,right,ACH,0.64
720575940631124598,visual_projection,,LC16,right,ACH,0.62
720575940631153491,visual_projection,,LC16,right,ACH,0.67
720575940631158487,visual_projection,,LTe76,left,ACH,0.91
720575940631165814,visual_projection,,LC16,right,ACH,0.72
720575940631176151,central,,IB114,right,GABA,0.78
720575940631189817,central,,PLP229,right,ACH,0.82
720575940631230508,visual_projection,,LC16,right,ACH,0.66
720575940631233581,visual_projection,,LC16,left,ACH,0.51
720575940631282732,central,,PS020,right,ACH,0.92
720575940631283512,central,,CB0556,right,GABA,0.63
720575940631312428,visual_projection,,LPLC2,right,ACH,0.57
720575940631335528,central,,PS001,right,GABA,0.71
720575940631338271,visual_projection,,LC4,left,ACH,0.56
720575940631380695,visual_projection,,LPLC2,left,ACH,0.58
720575940631383400,central,,PLP029,left,GLUT,0.67
720575940631397549,visual_projection,,LPLC2,right,ACH,0.54
720575940631414223,visual_projection,,LC16,right,ACH,0.71
720575940631450669,visual_projection,,LPLC1,left,ACH,0.54
720575940631501676,optic,ME.LO,LMa2,right,GABA,0.73
720575940631517251,central,,AOTU019,right,GABA,0.6
720575940631534161,central,,PVLP112b,right,GABA,0.78
720575940631576367,visual_projection,,LC16,left,ACH,0.56
720575940631582751,visual_projection,,LPLC2,right,ACH,0.44
720575940631587641,central,,CB3983,left,ACH,0.83
720575940631617017,central,,VES064,left,GLUT,0.66
720575940631625979,central,,LAL016,left,ACH,0.89
720575940631642937,central,,CB3114,right,ACH,0.71
720575940631663052,central,,CB3400,left,ACH,0.84
720575940631693610,central,,AMMC-A1,right,ACH,0.34
720575940631742405,visual_projection,,LPLC2,right,ACH,0.59
720575940631770593,central,,CB0431,left,ACH,0.69
720575940631839457,central,,"LAL028, LAL029",right,ACH,0.83
720575940631842360,central,,LHAD1g1,right,GABA,0.62
720575940631914700,central,,CB2305,right,ACH,0.74
720575940632005573,visual_projection,,LPLC1,right,ACH,0.65
720575940632009167,visual_projection,,LPLC2,left,ACH,0.56
720575940632040652,central,,CB1688,right,ACH,0.9
720575940632080146,visual_projection,,LPLC2,left,ACH,0.52
720575940632080977,central,,PLP163,left,ACH,0.75
720575940632086573,visual_projection,,LPLC1,left,ACH,0.62
720575940632086599,central,,AVLP176_c,left,ACH,0.77
720575940632108257,visual_projection,,LC16,left,ACH,0.5
720575940632129848,visual_projection,,LPLC2,left,ACH,0.59
720575940632137517,central,,CB1119,left,ACH,0.88
720575940632211015,central,,AVLP506,left,ACH,0.81
720575940632381536,central,,PVLP024,right,GABA,0.75
720575940632409500,central,,AOTUv3B_P02,right,ACH,0.91
720575940632472850,descending,,DNpe056,right,ACH,0.9
720575940632475449,visual_projection,,LC4,right,ACH,0.68
720575940632481849,visual_projection,,LPLC1,left,ACH,0.58
720575940632492319,central,,PVLP128,left,ACH,0.82
720575940632496865,visual_projection,,LC16,left,ACH,0.44
720575940632499757,descending,,DNp01,right,GLUT,0.27
720575940632512226,visual_projection,,LPLC2,right,ACH,0.53
720575940632548665,visual_projection,,LPLC4,right,ACH,0.73
720575940632648602,central,,"LAL028, LAL029",left,ACH,0.74
720575940632679341,central,,CB3114,right,ACH,0.68
720575940632711052,visual_projection,,LPLC2,right,ACH,0.62
720575940632715234,visual_projection,,LC4,right,ACH,0.59
720575940632736825,central,,CL038,left,GLUT,0.51
720575940632769180,visual_projection,,LC4,left,ACH,0.61
720575940632772456,visual_projection,,LPLC1,right,ACH,0.66
720575940632777124,visual_projection,,LPLC2,left,ACH,0.51
720575940632779932,visual_projection,,LPLC2,left,ACH,0.73
720575940632804435,central,,VES005,left,ACH,0.91
720575940632807193,central,,AVLP370a,right,ACH,0.86
720575940632871322,central,,"LAL028, LAL029",right,ACH,0.82
720575940632900665,descending,,DNpe022,right,ACH,0.93
720575940632912409,visual_projection,,LPLC1,right,ACH,0.64
720575940632946477,visual_projection,,LPLC1,left,ACH,0.65
720575940633011256,descending,,DNpe023,right,ACH,0.89
720575940633013355,visual_projection,,LC4,right,ACH,0.57
720575940633095137,descending,,DNp71,right,ACH,0.89
720575940633176749,visual_projection,,LPLC4,left,ACH,0.8
720575940633203783,central,,CL038,right,GLUT,0.73
720575940633208647,central,,PS065,left,GABA,0.79
720575940633218863,visual_projection,,LC4,right,ACH,0.58
720575940633246399,visual_projection,,LC16,left,ACH,0.58
720575940633307327,central,,CL128a,left,GABA,0.75
720575940633308371,central,,PS100,left,GLUT,0.39
720575940633318044,central,,CB1932,right,ACH,0.64
720575940633350812,central,,AVLP531,right,GABA,0.79
720575940633360610,visual_projection,,LC16,left,ACH,0.54
720575940633529548,descending,,DNg74_a,left,GABA,0.58
720575940633552685,visual_projection,,LPLC2,right,ACH,0.54
720575940633556644,central,,AOTU019,left,GABA,0.78
720575940633560089,central,,VES023,right,GABA,0.81
720575940633572004,visual_projection,bilateral,LPT50,right,GABA,0.76
720575940633573836,central,,cL16,right,DA,0.74
720575940633580384,visual_projection,,LC4,left,ACH,0.51
720575940633588320,visual_projection,,LPLC2,right,ACH,0.55
720575940633631396,central,,OA-VUMa1,center,OCT,0.82
720575940633665903,central,,CB2997,right,ACH,0.76
720575940633746515,central,,PVLP015,left,GLUT,0.69
720575940633995949,central,,PLP029,right,GLUT,0.7
720575940634062803,visual_projection,,LT51,left,GLUT,0.68
720575940634146967,visual_projection,,LPLC2,right,ACH,0.44
720575940634188907,visual_projection,,LC16,left,ACH,0.51
720575940634223514,visual_projection,,LPLC4,left,ACH,0.73
720575940634356587,visual_projection,,LT82a,right,ACH,0.81
720575940634361336,visual_projection,,LPLC1,left,ACH,0.69
720575940634388927,central,,PS090b,right,GABA,0.5
720575940634458719,descending,,DNpe056,left,ACH,0.91
720575940634502812,visual_projection,,LPLC1,right,ACH,0.67
720575940634517856,visual_projection,,LC4,left,ACH,0.66
720575940634553230,central,,"LAL028, LAL029",right,ACH,0.84
720575940634601067,central,,PS058,left,ACH,0.87
720575940634612194,optic,LOP,LPi15,right,GABA,0.86
720575940634645867,central,,PS233,left,ACH,0.83
720575940634646753,central,,AVLP258,left,ACH,0.88
720575940634676916,central,,CB0766,right,ACH,0.91
720575940634700980,visual_projection,,LPLC2,left,ACH,0.53
720575940634780517,visual_projection,,LC16,left,ACH,0.53
720575940634790648,central,,PLP060,right,GABA,0.76
720575940634821733,visual_projection,,LC16,right,ACH,0.67
720575940634823449,central,,PVLP021,right,GABA,0.77
720575940634839964,visual_projection,,LPLC4,left,ACH,0.8
720575940634857583,visual_projection,,LPLC1,right,ACH,0.62
720575940634874266,central,,LAL054,left,GLUT,0.64
720575940634895514,visual_projection,,LCe06,left,ACH,0.71
720575940634916453,visual_projection,,LC16,left,ACH,0.59
720575940635004271,visual_projection,,LPLC2,left,ACH,0.45
720575940635028591,central,,PVLP137,left,ACH,0.88
720575940635040357,visual_projection,,LPLC2,right,ACH,0.47
720575940635047672,central,,PVLP122a,right,ACH,0.87
720575940635089945,central,,cML01,left,GLUT,0.66
720575940635119723,central,,LHAD1g1,left,GABA,0.69
720575940635202204,central,,VES041,right,GABA,0.86
720575940635211768,central,,CB0626,left,GABA,0.86
720575940635234478,visual_projection,,LPLC2,left,ACH,0.45
720575940635283575,visual_projection,,"LT53,PLP098",left,ACH,0.82
720575940635307639,visual_projection,,LPLC2,left,ACH,0.52
720575940635497311,visual_projection,,LPLC4,left,ACH,0.71
720575940635516084,visual_projection,,LPLC2,left,ACH,0.53
720575940635559322,visual_projection,,LC16,left,ACH,0.52
720575940635572592,visual_projection,,LPLC2,right,ACH,0.56
720575940635631211,visual_projection,,LPLC1,left,ACH,0.5
720575940635714399,visual_projection,,LPLC1,right,ACH,0.68
720575940635835967,visual_projection,,LC4,right,ACH,0.66
720575940635872101,descending,,DNp09,left,ACH,0.88
720575940635917966,central,,CL128a,right,GABA,0.63
720575940635926335,central,,CB1883,left,ACH,0.88
720575940635967886,central,,AVLP340,right,ACH,0.86
720575940635970190,central,,LAL046,right,GABA,0.68
720575940636087006,visual_projection,,LC16,right,ACH,0.66
720575940636217012,visual_projection,,LTe76,right,ACH,0.89
720575940636229342,visual_projection,,LPLC1,right,ACH,0.57
720575940636280809,visual_projection,,LCe07,left,ACH,0.81
720575940636295019,visual_projection,,LPLC2,left,ACH,0.51
720575940636348852,visual_projection,,"LT53,PLP098",right,ACH,0.76
720575940636418740,visual_projection,,LPLC4,left,ACH,0.73
720575940636471220,visual_projection,,LC16,right,ACH,0.61
720575940636523866,visual_projection,,LPLC4,right,ACH,0.75
720575940636529520,visual_projection,,LPLC2,left,ACH,0.55
720575940636536286,visual_projection,,LPLC1,right,ACH,0.61
720575940636539102,visual_projection,,LPLC2,right,ACH,0.5
720575940636574644,central,,CB2700,left,GABA,0.89
720575940636700272,central,,CB3707,right,GABA,0.74
720575940636703977,visual_projection,,LPLC1,left,ACH,0.58
720575940636704357,central,,AVLP396,right,ACH,0.71
720575940636789360,central,,CB1717,right,ACH,0.91
720575940636795620,visual_projection,,LPLC1,right,ACH,0.57
720575940636832879,central,,AVLP536,left,GLUT,0.74
720575940636878682,visual_projection,,LPLC2,right,ACH,0.48
720575940636950505,visual_projection,,LPLC2,right,ACH,0.45
720575940636957006,visual_projection,,LC4,right,ACH,0.67
720575940636983518,visual_projection,,LPLC1,left,ACH,0.66
720575940636999401,visual_projection,,LPLC2,right,ACH,0.47
720575940637064926,visual_projection,,LC31b,right,ACH,0.88
720575940637073897,visual_projection,,LC16,left,ACH,0.57
720575940637074291,central,,PLP173,right,GABA,0.71
720575940637088602,visual_projection,,LPLC2,right,ACH,0.41
720575940637106032,visual_projection,,LT51,left,GLUT,0.72
720575940637210334,central,,LAL081,right,ACH,0.9
720575940637274852,central,,VES046,left,GLUT,0.82
720575940637334756,central,,"PS230,PLP242",right,ACH,0.81
720575940637368286,visual_projection,,LPLC1,right,ACH,0.68
720575940637416078,visual_projection,,LC33,right,GLUT,0.78
720575940637448681,visual_projection,,LC16,right,ACH,0.66
720575940637603982,visual_projection,,LPLC1,right,ACH,0.66
720575940637607646,descending,,DNa13,right,ACH,0.76
720575940637635305,central,,CB0172,right,GABA,0.63
720575940637645894,visual_projection,,LC16,right,ACH,0.57
720575940637662790,visual_projection,,LC16,left,ACH,0.69
720575940637702222,visual_projection,,LPLC2,right,ACH,0.63
720575940637792880,optic,ME.LO,LMa2,right,GABA,0.82
720575940637905478,visual_projection,,LPLC1,left,ACH,0.61
720575940637952624,optic,ME.LO,LMa2,right,GABA,0.71
720575940637952846,visual_projection,,LC16,left,ACH,0.54
720575940637958709,visual_projection,,LPLC2,right,ACH,0.61
720575940638051696,optic,LO,Li24,left,GABA,0.7
720575940638065571,visual_projection,,LPLC1,right,ACH,0.66
720575940638235957,central,,CB1932,left,ACH,0.66
720575940638360798,central,,PVLP020,left,GABA,0.83
720575940638456227,visual_projection,,LC4,left,ACH,0.56
720575940638496720,visual_projection,,LC4,left,ACH,0.62
720575940638540672,visual_projection,,LC16,right,ACH,0.65
720575940638603709,central,,PVLP022,right,GABA,0.73
720575940638626118,visual_projection,,LPLC2,left,ACH,0.63
720575940638644096,visual_projection,,LPLC1,right,ACH,0.64
720575940638835288,visual_projection,,LPLC2,left,ACH,0.51
720575940638857048,visual_projection,,LPLC2,right,ACH,0.55
720575940638870360,central,,CB3978,left,GABA,0.75
720575940638881699,visual_projection,,LC16,right,ACH,0.6
720575940638900713,central,,PVLP011,right,GABA,0.85
720575940638910040,central,,PVLP151,right,ACH,0.82
720575940638922624,visual_projection,,LPLC2,right,ACH,0.46
720575940638927960,visual_projection,,LC16,left,ACH,0.42
720575940639109795,visual_projection,,LPLC2,left,ACH,0.55
720575940639128646,visual_projection,,LC31c,right,ACH,0.81
720575940639172816,visual_projection,,LPLC1,left,ACH,0.54
720575940639177449,visual_projection,,LPLC2,right,ACH,0.68
720575940639179891,central,,PS233,right,ACH,0.84
720575940639278781,central,,CB0625,right,GABA,0.63
720575940639417432,central,,"PS230,PLP242",right,ACH,0.81
720575940639563728,visual_projection,,LT51,left,GLUT,0.71
720575940639811469,central,,CB3877,center,GABA,0.48
720575940639817947,visual_projection,,LC4,right,ACH,0.62
720575940639878352,visual_projection,,LPLC2,left,ACH,0.53
720575940639884878,visual_projection,,LPLC2,left,ACH,0.51
720575940639895003,visual_projection,,LPLC2,left,ACH,0.47
720575940639977269,visual_projection,,LPLC1,right,ACH,0.68
720575940640168637,central,,CB0540,right,GABA,0.81
720575940640172221,central,,CL323a,left,ACH,0.72
720575940640175731,optic,ME.LO,LMa2,left,GABA,0.71
720575940640218941,visual_projection,,LC16,right,ACH,0.69
720575940640228736,visual_projection,,LC16,left,ACH,0.5
720575940640231485,visual_projection,,LC16,right,ACH,0.62
720575940640254552,visual_projection,,LPLC4,right,ACH,0.82
720575940640302389,visual_projection,,LPLC2,left,ACH,0.55
720575940640325429,descending,,DNa06,right,ACH,0.84
720575940640331472,descending,,MDN,right,ACH,0.72
720575940640353333,visual_projection,,LPLC4,left,ACH,0.73
720575940640510427,visual_projection,,LPLC2,right,ACH,0.67
720575940640612480,visual_projection,,LC4,left,ACH,0.68
720575940640625280,visual_projection,,LPLC4,left,ACH,0.81
720575940640642723,visual_projection,,LPLC1,left,ACH,0.52
720575940640714192,central,,CB1852,right,ACH,0.92
720575940640748888,visual_projection,,LPT47_vCal2,left,GLUT,0.56
720575940640762275,central,,CB2127,left,ACH,0.83
720575940640763507,central,,PLP092,left,ACH,0.87
720575940640788725,central,,PS088,left,GABA,0.82
720575940640792973,visual_projection,,LPLC1,left,ACH,0.6
720575940640834211,central,,PVLP011,left,GABA,0.83
720575940640868184,optic,ME.LO,LMa2,left,GABA,0.63
720575940640926627,central,,CB3513a,left,GABA,0.74
720575940641096144,visual_projection,,LC31c,left,ACH,0.81
720575940641173632,descending,,DNp69,left,ACH,0.86
720575940641188304,visual_projection,,LCe06,right,ACH,0.72
