neuron_id,super_class,class,cell_type,side,nt_type,nt_score
720575940600104042,sensory,visual,R1-6,right,HA,0.62
720575940600104416,sensory,visual,R1-6,right,HA,0.95
720575940600105232,sensory,visual,R1-6,right,HA,0.98
720575940600105273,sensory,visual,R1-6,right,HA,0.95
720575940600105489,sensory,visual,R1-6,right,HA,0.87
720575940600106172,sensory,visual,R1-6,right,HA,0.64
720575940600106971,sensory,visual,R1-6,right,HA,0.82
720575940600107867,sensory,visual,R1-6,right,HA,0.76
720575940600108503,sensory,visual,R1-6,right,HA,0.89
720575940600109451,sensory,visual,R1-6,right,HA,0.96
720575940600110337,sensory,visual,R1-6,right,HA,0.66
720575940600111157,sensory,visual,R1-6,right,HA,0.92
720575940600112060,sensory,visual,R1-6,right,HA,0.76
720575940600112244,sensory,visual,R1-6,right,HA,0.89
720575940600112585,sensory,visual,R1-6,right,HA,0.91
720575940600113007,sensory,visual,R1-6,right,HA,0.91
720575940600113892,sensory,visual,R1-6,right,HA,0.89
720575940600114147,sensory,visual,R1-6,right,HA,0.7
720575940600114954,sensory,visual,R1-6,right,HA,0.87
720575940600115346,sensory,visual,R1-6,right,HA,0.94
720575940600116226,sensory,visual,R1-6,right,HA,0.78
720575940600116431,sensory,visual,R1-6,right,HA,0.92
720575940600116903,sensory,visual,R1-6,right,HA,0.74
720575940600117744,sensory,visual,R1-6,right,HA,0.91
720575940600117978,sensory,visual,R1-6,right,HA,0.69
720575940600118654,sensory,visual,R1-6,right,HA,0.68
720575940600118991,sensory,visual,R1-6,right,HA,0.71
720575940600119063,sensory,visual,R1-6,right,HA,0.98
720575940600119349,sensory,visual,R1-6,right,HA,0.74
720575940600119871,sensory,visual,R1-6,right,HA,0.76
720575940600120735,sensory,visual,R1-6,right,HA,0.81
720575940600121697,sensory,visual,R1-6,right,HA,0.61
720575940600122596,sensory,visual,R1-6,right,HA,0.98
720575940600122779,sensory,visual,R1-6,right,HA,0.83
720575940600123051,sensory,visual,R1-6,right,HA,0.61
720575940600123662,sensory,visual,R1-6,right,HA,0.77
720575940600124409,sensory,visual,R1-6,right,HA,0.91
720575940600124856,sensory,visual,R1-6,right,HA,0.84
720575940600125380,sensory,visual,R1-6,right,HA,0.65
720575940600126302,optic,lamina,L1,left,GLUT,0.82
720575940600126563,optic,lamina,L1,left,GLUT,0.62
720575940600127010,optic,lamina,L1,left,GLUT,0.6
720575940600127958,optic,lamina,L1,left,GLUT,0.91
720575940600128662,optic,lamina,L1,left,GLUT,0.88
720575940600129422,optic,lamina,L1,left,GLUT,0.89
720575940600129624,optic,lamina,L1,left,GLUT,0.74
720575940600129696,optic,lamina,L1,left,GLUT,0.97
720575940600130639,optic,lamina,L1,left,GLUT,0.73
720575940600130961,optic,lamina,L1,left,GLUT,0.86
720575940600131089,optic,lamina,L1,left,GLUT,0.88
720575940600131397,optic,lamina,L1,left,GLUT,0.8
720575940600132080,optic,lamina,L1,left,GLUT,0.76
720575940600132493,optic,lamina,L1,left,GLUT,0.87
720575940600133061,optic,lamina,L1,left,GLUT,0.65
720575940600133492,optic,lamina,L1,left,GLUT,0.86
720575940600133881,optic,lamina,L1,left,GLUT,0.86
720575940600134806,optic,lamina,L1,left,GLUT,0.67
720575940600135389,optic,lamina,L1,left,GLUT,0.72
720575940600135951,optic,lamina,L1,left,GLUT,0.93
720575940600136263,optic,lamina,L1,left,GLUT,0.71
720575940600136704,optic,lamina,L1,left,GLUT,0.91
720575940600137326,optic,lamina,L1,left,GLUT,0.86
720575940600137803,optic,lamina,L1,left,GLUT,0.77
720575940600138495,optic,lamina,L1,left,GLUT,0.68
720575940600138980,optic,lamina,L1,left,GLUT,0.91
720575940600139963,optic,lamina,L1,left,GLUT,0.91
720575940600140137,optic,lamina,L1,left,GLUT,0.86
720575940600140428,optic,lamina,L1,left,GLUT,0.8
720575940600141077,optic,lamina,L1,left,GLUT,0.84
720575940600141173,optic,lamina,L1,left,GLUT,0.92
720575940600141943,optic,lamina,L1,left,GLUT,0.69
720575940600142261,optic,lamina,L1,left,GLUT,0.69
720575940600142465,optic,lamina,L1,left,GLUT,0.66
720575940600142513,optic,lamina,L1,left,GLUT,0.7
720575940600143000,optic,lamina,L1,left,GLUT,0.84
720575940600143787,optic,lamina,L1,left,GLUT,0.63
720575940600144212,optic,lamina,L1,left,GLUT,0.95
720575940600144802,optic,lamina,L1,left,GLUT,0.68
720575940600145516,optic,lamina,L1,left,GLUT,0.75
720575940600145926,optic,lamina,L1,left,GLUT,0.7
720575940600146598,optic,lamina,L1,left,GLUT,0.87
720575940600147513,optic,lamina,L1,left,GLUT,0.89
720575940600148302,optic,lamina,L1,left,GLUT,0.95
720575940600149100,optic,lamina,L1,left,GLUT,0.77
720575940600149281,optic,lamina,L1,left,GLUT,0.91
720575940600149994,optic,lamina,L1,left,GLUT,0.8
720575940600150046,optic,lamina,L1,left,GLUT,0.82
720575940600150986,optic,lamina,L1,left,GLUT,0.93
720575940600151454,optic,lamina,L1,left,GLUT,0.65
720575940600151930,optic,lamina,L1,left,GLUT,0.86
720575940600152503,optic,lamina,L1,left,GLUT,0.83
720575940600153476,optic,lamina,L1,left,GLUT,0.89
720575940600153930,optic,lamina,L1,left,GLUT,0.84
720575940600154667,optic,lamina,L1,left,GLUT,0.95
720575940600155104,optic,lamina,L1,left,GLUT,0.92
720575940600155666,optic,lamina,L1,left,GLUT,0.77
720575940600155829,optic,lamina,L1,left,GLUT,0.89
720575940600156316,optic,lamina,L1,left,GLUT,0.78
720575940600157086,optic,lamina,L1,left,GLUT,0.7
720575940600157739,optic,lamina,L1,left,GLUT,0.71
720575940600158536,optic,lamina,L1,left,GLUT,0.8
720575940600159178,optic,lamina,L1,left,GLUT,0.69
720575940600159629,optic,lamina,L1,left,GLUT,0.63
720575940600159922,optic,lamina,L1,left,GLUT,0.69
720575940600160266,optic,lamina,L1,left,GLUT,0.72
720575940600160820,optic,lamina,L1,left,GLUT,0.63
720575940600160975,optic,lamina,L1,left,GLUT,0.69
720575940600161686,optic,lamina,L1,left,GLUT,0.66
720575940600161906,optic,lamina,L1,left,GLUT,0.63
720575940600162324,optic,lamina,L1,left,GLUT,0.73
720575940600162802,optic,lamina,L1,left,GLUT,0.76
720575940600163014,optic,lamina,L1,left,GLUT,0.92
720575940600163413,optic,lamina,L1,left,GLUT,0.95
720575940600164012,optic,lamina,L1,left,GLUT,0.97
720575940600164033,optic,lamina,L1,left,GLUT,0.93
720575940600164817,optic,lamina,L1,left,GLUT,0.82
720575940600165306,optic,lamina,L1,left,GLUT,0.6
720575940600165667,optic,lamina,L1,left,GLUT,0.72
720575940600166067,optic,lamina,L1,left,GLUT,0.93
720575940600167044,optic,lamina,L1,left,GLUT,0.93
720575940600167596,optic,lamina,L1,left,GLUT,0.89
720575940600168156,optic,lamina,L1,left,GLUT,0.91
720575940600169076,optic,lamina,L1,left,GLUT,0.69
720575940600169301,optic,lamina,L1,left,GLUT,0.71
720575940600169799,optic,lamina,L1,left,GLUT,0.61
720575940600170144,optic,lamina,L1,left,GLUT,0.86
720575940600170962,optic,lamina,L1,left,GLUT,0.76
720575940600171132,optic,lamina,L1,left,GLUT,0.93
720575940600172074,optic,lamina,L1,left,GLUT,0.65
720575940600172712,optic,lamina,L1,left,GLUT,0.81
720575940600173641,optic,lamina,L1,left,GLUT,0.75
720575940600174219,optic,lamina,L1,left,GLUT,0.86
720575940600174305,optic,lamina,L1,left,GLUT,0.85
720575940600174444,optic,lamina,L1,left,GLUT,0.94
720575940600174631,optic,lamina,L1,left,GLUT,0.62
720575940600175020,optic,lamina,L1,left,GLUT,0.73
720575940600175486,optic,lamina,L1,left,GLUT,0.73
720575940600176266,optic,lamina,L1,left,GLUT,0.94
720575940600176551,optic,lamina,L1,left,GLUT,0.89
720575940600177403,optic,lamina,L1,right,GLUT,0.76
720575940600178258,optic,lamina,L1,right,GLUT,0.63
720575940600178278,optic,lamina,L1,right,GLUT,0.89
720575940600178332,optic,lamina,L1,right,GLUT,0.99
720575940600178691,optic,lamina,L1,right,GLUT,0.69
720575940600178762,optic,lamina,L1,right,GLUT,0.9
720575940600179430,optic,lamina,L1,right,GLUT,0.62
720575940600179462,optic,lamina,L1,right,GLUT,0.97
720575940600179667,optic,lamina,L1,right,GLUT,0.93
720575940600180304,optic,lamina,L1,right,GLUT,0.66
720575940600180434,optic,lamina,L1,right,GLUT,0.78
720575940600180552,optic,lamina,L1,right,GLUT,0.82
720575940600180776,optic,lamina,L1,right,GLUT,0.78
720575940600181039,optic,lamina,L1,right,GLUT,0.9
720575940600181211,optic,lamina,L1,right,GLUT,0.84
720575940600182198,optic,lamina,L1,right,GLUT,0.89
720575940600182316,optic,lamina,L1,right,GLUT,0.9
720575940600182484,optic,lamina,L1,right,GLUT,0.98
720575940600182595,optic,lamina,L1,right,GLUT,0.83
720575940600183547,optic,lamina,L1,right,GLUT,0.72
720575940600184241,optic,lamina,L1,right,GLUT,0.95
720575940600184626,optic,lamina,L1,right,GLUT,0.75
720575940600185359,optic,lamina,L1,right,GLUT,0.68
720575940600185966,optic,lamina,L1,right,GLUT,0.87
720575940600186609,optic,lamina,L1,right,GLUT,0.69
720575940600187323,optic,lamina,L1,right,GLUT,0.9
720575940600188194,optic,lamina,L1,right,GLUT,0.87
720575940600189019,optic,lamina,L1,right,GLUT,0.65
720575940600189599,optic,lamina,L1,right,GLUT,0.91
720575940600189955,optic,lamina,L1,right,GLUT,0.81
720575940600190633,optic,lamina,L1,right,GLUT,0.74
720575940600191152,optic,lamina,L1,right,GLUT,0.85
720575940600191165,optic,lamina,L1,right,GLUT,0.93
720575940600192008,optic,lamina,L1,right,GLUT,0.79
720575940600192452,optic,lamina,L1,right,GLUT,0.97
720575940600193103,optic,lamina,L1,right,GLUT,0.95
720575940600193574,optic,lamina,L1,right,GLUT,0.88
720575940600194020,optic,lamina,L1,right,GLUT,0.67
720575940600194555,optic,lamina,L1,right,GLUT,0.98
720575940600194832,optic,lamina,L1,right,GLUT,0.84
720575940600195774,optic,lamina,L1,right,GLUT,0.81
720575940600196270,optic,lamina,L1,right,GLUT,0.78
720575940600197116,optic,lamina,L1,right,GLUT,0.89
720575940600197391,optic,lamina,L1,right,GLUT,0.73
720575940600197643,optic,lamina,L1,right,GLUT,0.92
720575940600197732,optic,lamina,L1,right,GLUT,0.71
720575940600198194,optic,lamina,L1,right,GLUT,0.7
720575940600198670,optic,lamina,L1,right,GLUT,0.82
720575940600199355,optic,lamina,L1,right,GLUT,0.75
720575940600199385,optic,lamina,L1,right,GLUT,0.79
720575940600199718,optic,lamina,L1,right,GLUT,0.67
720575940600199936,optic,lamina,L1,right,GLUT,0.74
720575940600200201,optic,lamina,L1,right,GLUT,0.73
720575940600201103,optic,lamina,L1,right,GLUT,0.83
720575940600202005,optic,lamina,L1,right,GLUT,0.71
720575940600202016,optic,lamina,L1,right,GLUT,0.8
720575940600202212,optic,lamina,L1,right,GLUT,0.63
720575940600202950,optic,lamina,L1,right,GLUT,0.76
720575940600203519,optic,lamina,L1,right,GLUT,0.9
720575940600204227,optic,lamina,L1,right,GLUT,0.79
720575940600204956,optic,lamina,L1,right,GLUT,0.79
720575940600205768,optic,lamina,L1,right,GLUT,0.61
720575940600206070,optic,lamina,L1,right,GLUT,0.69
720575940600206779,optic,lamina,L1,right,GLUT,0.69
720575940600207459,optic,lamina,L1,right,GLUT,0.83
720575940600207944,optic,lamina,L1,right,GLUT,0.82
720575940600208297,optic,lamina,L1,right,GLUT,0.77
720575940600209061,optic,lamina,L1,right,GLUT,0.81
720575940600209422,optic,lamina,L1,right,GLUT,0.87
720575940600209700,optic,lamina,L1,right,GLUT,0.72
720575940600209937,optic,lamina,L1,right,GLUT,0.65
720575940600210135,optic,lamina,L1,right,GLUT,0.72
720575940600210896,optic,lamina,L1,right,GLUT,0.81
720575940600211677,optic,lamina,L1,right,GLUT,0.87
720575940600211874,optic,lamina,L1,right,GLUT,0.68
720575940600212370,optic,lamina,L1,right,GLUT,0.71
720575940600212974,optic,lamina,L1,right,GLUT,0.98
720575940600213512,optic,lamina,L1,right,GLUT,0.83
720575940600213615,optic,lamina,L1,right,GLUT,0.92
720575940600213919,optic,lamina,L1,right,GLUT,0.69
720575940600214103,optic,lamina,L1,right,GLUT,0.72
720575940600214829,optic,lamina,L1,right,GLUT,0.81
720575940600215110,optic,lamina,L1,right,GLUT,0.62
720575940600215166,optic,lamina,L1,right,GLUT,0.82
720575940600215881,optic,lamina,L1,right,GLUT,0.97
720575940600216535,optic,lamina,L1,right,GLUT,0.94
720575940600217038,optic,lamina,L1,right,GLUT,0.64
720575940600217051,optic,lamina,L1,right,GLUT,0.82
720575940600217532,optic,lamina,L1,right,GLUT,0.79
720575940600217881,optic,lamina,L1,right,GLUT,0.67
720575940600217934,optic,lamina,L1,right,GLUT,0.7
720575940600218817,optic,lamina,L1,right,GLUT,0.79
720575940600219659,optic,lamina,L1,right,GLUT,0.63
720575940600220163,optic,lamina,L1,right,GLUT,0.63
720575940600220808,optic,lamina,L1,right,GLUT,0.87
720575940600220964,optic,lamina,L1,right,GLUT,0.66
720575940600221541,optic,lamina,L1,right,GLUT,0.97
720575940600221629,optic,lamina,L1,right,GLUT,0.99
720575940600221751,optic,lamina,L1,right,GLUT,0.82
720575940600222178,optic,lamina,L1,right,GLUT,0.84
720575940600222988,optic,lamina,L2,left,ACH,0.84
720575940600223783,optic,lamina,L2,left,ACH,0.8
720575940600224245,optic,lamina,L2,left,ACH,0.95
720575940600224550,optic,lamina,L2,left,ACH,0.94
720575940600224990,optic,lamina,L2,left,ACH,0.72
720575940600225626,optic,lamina,L2,left,ACH,0.62
720575940600226610,optic,lamina,L2,left,ACH,0.89
720575940600227581,optic,lamina,L2,left,ACH,0.9
720575940600228222,optic,lamina,L2,left,ACH,0.68
720575940600228899,optic,lamina,L2,left,ACH,0.63
720575940600229145,optic,lamina,L2,left,ACH,0.67
720575940600229222,optic,lamina,L2,left,ACH,0.66
720575940600229641,optic,lamina,L2,left,ACH,0.78
720575940600230250,optic,lamina,L2,left,ACH,0.78
720575940600230284,optic,lamina,L2,left,ACH,0.69
720575940600231008,optic,lamina,L2,left,ACH,0.71
720575940600231889,optic,lamina,L2,left,ACH,0.78
720575940600232593,optic,lamina,L2,left,ACH,0.69
720575940600232864,optic,lamina,L2,left,ACH,0.91
720575940600233505,optic,lamina,L2,left,ACH,0.83
720575940600234329,optic,lamina,L2,left,ACH,0.96
720575940600234765,optic,lamina,L2,left,ACH,0.64
720575940600234996,optic,lamina,L2,left,ACH,0.85
720575940600235927,optic,lamina,L2,left,ACH,0.7
720575940600236073,optic,lamina,L2,left,ACH,0.63
720575940600236243,optic,lamina,L2,left,ACH,0.91
720575940600236853,optic,lamina,L2,left,ACH,0.89
720575940600237436,optic,lamina,L2,left,ACH,0.96
720575940600237886,optic,lamina,L2,left,ACH,0.65
720575940600238592,optic,lamina,L2,left,ACH,0.72
720575940600239005,optic,lamina,L2,left,ACH,0.97
720575940600239518,optic,lamina,L2,left,ACH,0.81
720575940600239967,optic,lamina,L2,left,ACH,0.63
720575940600240008,optic,lamina,L2,left,ACH,0.95
720575940600240761,optic,lamina,L2,left,ACH,0.73
720575940600241018,optic,lamina,L2,left,ACH,0.61
720575940600241253,optic,lamina,L2,left,ACH,0.98
720575940600242110,optic,lamina,L2,left,ACH,0.94
720575940600242712,optic,lamina,L2,left,ACH,0.97
720575940600243496,optic,lamina,L2,left,ACH,0.86
720575940600243772,optic,lamina,L2,left,ACH,0.82
720575940600244554,optic,lamina,L2,left,ACH,0.89
720575940600245036,optic,lamina,L2,left,ACH,0.8
720575940600245489,optic,lamina,L2,left,ACH,0.96
720575940600245675,optic,lamina,L2,left,ACH,0.99
720575940600246122,optic,lamina,L2,left,ACH,0.85
720575940600246626,optic,lamina,L2,left,ACH,0.98
720575940600247108,optic,lamina,L2,left,ACH,0.74
720575940600247450,optic,lamina,L2,left,ACH,0.73
720575940600247558,optic,lamina,L2,left,ACH,0.93
720575940600247896,optic,lamina,L2,left,ACH,0.76
720575940600248404,optic,lamina,L2,left,ACH,0.71
720575940600249372,optic,lamina,L2,left,ACH,0.76
720575940600250151,optic,lamina,L2,left,ACH,0.81
720575940600250617,optic,lamina,L2,left,ACH,0.63
720575940600250876,optic,lamina,L2,left,ACH,0.73
720575940600251870,optic,lamina,L2,left,ACH,0.9
720575940600252756,optic,lamina,L2,left,ACH,0.8
720575940600252758,optic,lamina,L2,left,ACH,0.86
720575940600253314,optic,lamina,L2,left,ACH,0.78
