neuron_id,super_class,class,cell_type,side,nt_type,nt_score
720575940626013958,central,,AVLP202,right,GABA,0.6
720575940626018321,central,,CB3682,right,ACH,0.86
720575940626046919,central,,AVLP429,right,ACH,0.84
720575940626052540,central,,PLP211,left,DA,0.62
720575940626109592,central,,CB0738,right,ACH,0.91
720575940626157976,central,,PVLP080b,left,GABA,0.52
720575940626161930,visual_projection,,LPLC2,right,ACH,0.52
720575940626217244,central,,CB3544,left,GABA,0.49
720575940626236041,visual_projection,,LPLC2,left,ACH,0.49
720575940626243614,central,,WED116,right,ACH,0.67
720575940626258690,central,,CB1498,right,ACH,0.66
720575940626260490,visual_projection,,LPLC1,left,ACH,0.59
720575940626309562,visual_projection,,LT61b,left,ACH,0.88
720575940626339130,ascending,AN,AN_AVLP_GNG_1,left,ACH,0.87
720575940626375172,visual_projection,,LPLC2,left,ACH,0.51
720575940626384200,visual_projection,,LPLC2,left,ACH,0.68
720575940626390549,optic,bilateral,LC14a1,right,ACH,0.71
720575940626404337,central,,WED072,right,ACH,0.9
720575940626408454,visual_projection,,LPLC4,left,ACH,0.8
720575940626414279,visual_projection,,LPLC2,left,ACH,0.53
720575940626435850,visual_projection,,LPLC4,left,ACH,0.81
720575940626447848,visual_projection,,LPLC2,right,ACH,0.44
720575940626510869,visual_projection,,LPLC1,right,ACH,0.62
720575940626553596,visual_projection,,LC4,right,ACH,0.61
720575940626575997,central,,WED125,right,ACH,0.71
720575940626577425,central,,CB2316,left,ACH,0.65
720575940626583056,central,,CB0352,right,GABA,0.74
720575940626591875,central,,PVLP122a,left,ACH,0.86
720575940626605200,visual_projection,,LC4,left,ACH,0.59
720575940626617084,visual_projection,,LPLC2,left,ACH,0.58
720575940626626895,visual_projection,,LC4,left,ACH,0.55
720575940626630693,visual_projection,,LPT48_vCal3,right,ACH,0.89
720575940626663953,central,,AVLP340,left,ACH,0.88
720575940626677097,central,,PVLP074,right,ACH,0.86
720575940626721881,visual_projection,,LPLC1,left,ACH,0.65
720575940626735016,visual_projection,,LPLC2,right,ACH,0.74
720575940626745392,visual_projection,,LPLC2,right,ACH,0.59
720575940626749061,visual_projection,,LTe13,left,ACH,0.88
720575940626774037,central,,CB2458,right,ACH,0.79
720575940626774863,central,,CB3201,right,ACH,0.84
720575940626783065,central,,AVLP016,left,GLUT,0.58
720575940626818085,central,,PVLP141,right,ACH,0.75
720575940626838909,central,,CB0924,right,ACH,0.65
720575940626873000,visual_projection,,LPLC2,right,ACH,0.49
720575940626901136,descending,,DNg40,left,GLUT,0.52
720575940626906512,central,,AVLP435b,left,ACH,0.79
720575940626916936,visual_projection,,LC4,left,ACH,0.63
720575940626938645,central,,PS182,left,ACH,0.77
720575940626971803,central,,SAD023,left,GABA,0.82
720575940626977947,central,,PVLP120,right,ACH,0.91
720575940627016766,central,,AVLP210,left,ACH,0.68
720575940627033672,visual_projection,,LPLC4,right,ACH,0.75
720575940627069712,visual_projection,,LTe65,right,ACH,0.84
720575940627083397,central,,PVLP150,right,ACH,0.92
720575940627091206,central,,AVLP038,right,ACH,0.74
720575940627096957,central,,CB0010,right,GABA,0.56
720575940627099066,central,,PLP017,left,GABA,0.76
720575940627111752,central,,PVLP019,right,GABA,0.87
720575940627149514,visual_projection,,LPLC4,left,ACH,0.74
720575940627190556,optic,LOP,LPi14,right,GABA,0.86
720575940627201579,central,,CB3877,center,GABA,0.36
720575940627206842,central,,AVLP500,right,ACH,0.86
720575940627239482,central,,CB2659,left,ACH,0.77
720575940627263375,central,,SAD053,left,ACH,0.84
720575940627291140,central,,PVLP128,right,ACH,0.84
720575940627311106,central,,SAD049,right,ACH,0.66
720575940627368254,visual_projection,,LPLC2,left,ACH,0.43
720575940627420668,central,,SAD014,left,GABA,0.56
720575940627438076,central,,AVLP201,right,GABA,0.68
720575940627469041,central,,CB0056,right,ACH,0.87
720575940627490459,descending,,DNge130,left,ACH,0.83
720575940627497244,optic,LO,Li33,left,GABA,0.88
720575940627519107,visual_projection,,LC4,left,ACH,0.58
720575940627553923,visual_projection,,LPLC2,right,ACH,0.55
720575940627588090,central,,CL266_a,left,ACH,0.68
720575940627607812,central,,AVLP153,right,ACH,0.89
720575940627645514,descending,,DNp03,left,ACH,0.67
720575940627652358,descending,,DNp09,right,ACH,0.9
720575940627685765,visual_projection,,LPLC2,left,ACH,0.63
720575940627732935,central,,AVLP201,left,GABA,0.71
720575940627758744,optic,bilateral,LC14a1,right,ACH,0.6
720575940627796298,central,,AVLP080,left,GABA,0.72
720575940627800728,central,,cL08,left,GABA,0.9
720575940627803241,central,,CB1638,left,ACH,0.66
720575940627806992,visual_projection,,LPLC1,left,ACH,0.61
720575940627848196,central,,CB2281,right,ACH,0.83
720575940627852563,visual_projection,,LPLC4,right,ACH,0.82
720575940627902078,visual_projection,,LPLC2,left,ACH,0.57
720575940627902979,visual_projection,,LPLC2,right,ACH,0.49
720575940628039034,visual_projection,,LPLC2,right,ACH,0.54
720575940628064260,visual_projection,,LC4,left,ACH,0.6
720575940628069501,optic,LO,Li32,left,GABA,0.64
720575940628073085,visual_projection,,LPLC4,right,ACH,0.75
720575940628081541,visual_projection,,LC4,left,ACH,0.6
720575940628120744,visual_projection,,LT82b,right,ACH,0.76
720575940628145257,visual_projection,,LPLC4,right,ACH,0.8
720575940628169219,central,,AVLP479,left,GABA,0.71
720575940628197892,visual_projection,,LPLC2,right,ACH,0.46
720575940628200551,central,,PVLP013,right,ACH,0.91
720575940628215558,central,,CL038,right,GLUT,0.7
720575940628251146,optic,LO,Li24,right,GABA,0.7
720575940628255621,visual_projection,,LPLC4,right,ACH,0.76
720575940628258577,optic,LO,Li24,left,GABA,0.6
720575940628267264,central,,SAD021_a,left,GABA,0.7
720575940628307026,optic,LOP>ME.LO,Am1,right,GABA,0.88
720575940628314167,visual_projection,,LC31a,right,ACH,0.9
720575940628314667,central,,CL066,left,GABA,0.71
720575940628324802,visual_projection,,LPLC1,left,ACH,0.56
720575940628355856,central,,AVLP259,left,ACH,0.81
720575940628395797,visual_projection,,LPLC2,left,ACH,0.47
720575940628419527,visual_projection,,LC4,right,ACH,0.63
720575940628436839,central,,AVLP202,left,GABA,0.49
720575940628437291,descending,,DNp35,left,ACH,0.8
720575940628454522,visual_projection,,LC4,left,ACH,0.59
720575940628462340,visual_projection,,LC4,left,ACH,0.58
720575940628463468,visual_projection,,LC31b,right,ACH,0.86
720575940628518400,visual_projection,,LC4,right,ACH,0.65
720575940628523113,visual_projection,,LPLC4,left,ACH,0.75
720575940628552247,visual_projection,,LPLC2,left,ACH,0.74
720575940628579066,central,,PVLP123c,right,ACH,0.71
720575940628599895,visual_projection,,LC4,right,ACH,0.58
720575940628603842,visual_projection,,LPLC2,right,ACH,0.6
720575940628606713,visual_projection,,LC4,right,ACH,0.6
720575940628641127,central,,CL140,left,GABA,0.78
720575940628678991,central,,WED125,right,ACH,0.74
720575940628699560,visual_projection,,LC4,left,ACH,0.56
720575940628716294,visual_projection,,LPLC1,left,ACH,0.61
720575940628778058,visual_projection,,LPLC2,right,ACH,0.61
720575940628779898,central,,CB3114,left,ACH,0.71
720575940628793621,central,,PVLP017,left,GABA,0.69
720575940628847164,visual_projection,,LPLC2,left,ACH,0.52
720575940628849668,visual_projection,,LPLC2,right,ACH,0.5
720575940628891863,visual_projection,,LC4,right,ACH,0.55
720575940628921303,visual_projection,,LPLC2,left,ACH,0.51
720575940628976956,visual_projection,,LPLC2,left,ACH,0.54
720575940628990214,visual_projection,,LPLC2,right,ACH,0.48
720575940629008439,visual_projection,,LPLC4,right,ACH,0.81
720575940629144906,central,,CB1498,right,ACH,0.67
720575940629155227,descending,,DNpe021,right,ACH,0.83
720575940629179722,optic,ME.LO,LMa2,left,GABA,0.73
720575940629179900,optic,LO,Li24,left,GABA,0.67
720575940629192975,central,,PVLP021,right,GABA,0.76
720575940629211191,central,,AVLP451c,right,ACH,0.7
720575940629245903,central,,PVLP111,right,GABA,0.82
720575940629249783,central,,AVLP531,left,GABA,0.84
720575940629256779,central,,PVLP019,left,GABA,0.85
720575940629292785,visual_projection,,LPLC2,left,ACH,0.49
720575940629310970,central,,PVLP123c,left,ACH,0.73
720575940629320010,visual_projection,,LPLC4,left,ACH,0.83
720575940629357676,visual_projection,,LPLC4,right,ACH,0.82
720575940629357932,visual_projection,,LPLC4,right,ACH,0.84
720575940629358321,central,,AVLP500,left,ACH,0.83
720575940629368015,visual_projection,,LPLC2,left,ACH,0.71
720575940629382150,optic,LOP,LPi12,right,GABA,0.91
720575940629384271,visual_projection,,LPLC2,right,ACH,0.53
720575940629414987,central,,PVLP111,left,GABA,0.69
720575940629426025,central,,PLP034,left,GLUT,0.77
720575940629474307,optic,bilateral,LC14a1,right,ACH,0.74
720575940629488682,central,,CB2712,left,ACH,0.58
720575940629502224,optic,bilateral,LC14a1,right,ACH,0.55
720575940629513222,optic,LOP>ME.LO,Am1,left,GABA,0.85
720575940629513478,central,,AVLP538,right,DA,0.67
720575940629525882,visual_projection,,LTe65,right,ACH,0.86
720575940629602871,central,,PVLP122b,left,ACH,0.67
720575940629607921,central,,CB0738,left,ACH,0.88
720575940629648188,central,,CB2057,right,ACH,0.69
720575940629669175,central,,CL022,left,ACH,0.77
720575940629677112,central,,CB3400,right,ACH,0.86
720575940629701737,central,,CB0010,left,GABA,0.56
720575940629708482,central,,WED046,left,ACH,0.92
720575940629753807,visual_projection,,LC4,left,ACH,0.53
720575940629757036,descending,,DNp04,right,ACH,0.86
720575940629777018,descending,,DNp11,right,ACH,0.72
720575940629911595,central,,PLP017,left,GABA,0.72
720575940629920056,central,,CB1378,left,ACH,0.71
720575940629964591,visual_projection,,LC4,right,ACH,0.61
720575940629967703,visual_projection,,LPLC2,right,ACH,0.54
720575940629986816,central,,CL092,right,ACH,0.88
720575940630071803,central,,PVLP028,left,GABA,0.67
720575940630072364,central,,CB1958,left,GLUT,0.65
720575940630086698,central,,AVLP258,right,ACH,0.86
720575940630154660,visual_projection,,LC4,right,ACH,0.63
720575940630209603,visual_projection,,LPLC2,left,ACH,0.5
720575940630216263,central,,CL266_a,right,ACH,0.67
720575940630246364,central,,SAD014,right,GABA,0.51
720575940630258003,central,,SAD021_a,left,GABA,0.71
720575940630311383,central,,AVLP151,right,ACH,0.76
720575940630318533,central,,PVLP069,right,ACH,0.84
720575940630328698,central,,PVLP080b,right,GABA,0.65
720575940630385000,visual_projection,,LTe65,left,ACH,0.85
720575940630396022,central,,AVLP592,right,ACH,0.9
720575940630463908,central,,CB1236,right,ACH,0.82
720575940630484495,visual_projection,,LC4,left,ACH,0.68
720575940630548035,central,,CB3582,right,GABA,0.75
720575940630559908,central,,CB0738,right,ACH,0.9
720575940630637330,central,,CB2853,left,GABA,0.85
720575940630650936,visual_projection,,LPLC2,right,ACH,0.55
720575940630719831,visual_projection,,LPLC2,right,ACH,0.73
720575940630730956,central,,AVLP488,right,GLUT,0.57
720575940630731847,visual_projection,,LPLC2,left,ACH,0.79
720575940630733884,central,,PVLP015,right,GLUT,0.6
720575940630745148,visual_projection,,LPLC4,right,ACH,0.75
720575940630766799,central,,CB2264,right,ACH,0.74
720575940630810306,optic,LOP,LPi14,left,GABA,0.82
720575940630822607,central,,AVLP451b,left,ACH,0.81
720575940630831185,visual_projection,,LPLC2,left,ACH,0.59
720575940630851036,visual_projection,,LC4,left,ACH,0.62
720575940630882131,optic,bilateral,LC14a1,right,ACH,0.52
720575940630909714,central,,WED046,right,ACH,0.89
720575940630998339,visual_projection,,LC4,left,ACH,0.6
720575940631032657,visual_projection,,LC4,right,ACH,0.56
720575940631049234,central,,AVLP038,right,ACH,0.77
720575940631051538,central,,AVLP488,right,GLUT,0.47
720575940631095158,visual_projection,,LPLC2,right,ACH,0.53
720575940631153194,central,,CB0264,left,ACH,0.88
720575940631176151,central,,IB114,right,GABA,0.78
720575940631200327,central,,AMMC-A1,right,ACH,0.36
720575940631240403,ascending,AN,AN_AVLP_54,left,ACH,0.9
720575940631283471,central,,CB0050,left,ACH,0.83
720575940631306284,optic,LO,LT33,right,GABA,0.82
720575940631312428,visual_projection,,LPLC2,right,ACH,0.57
720575940631335528,central,,PS001,right,GABA,0.71
720575940631338271,visual_projection,,LC4,left,ACH,0.56
720575940631374440,central,,PVLP026,right,GABA,0.42
720575940631380695,visual_projection,,LPLC2,left,ACH,0.58
720575940631383400,central,,PLP029,left,GLUT,0.67
720575940631397549,visual_projection,,LPLC2,right,ACH,0.54
720575940631418386,central,,PVLP028,left,GABA,0.65
720575940631553603,central,,CB3450,right,ACH,0.72
720575940631579929,central,,CB2712,right,ACH,0.59
720575940631582751,visual_projection,,LPLC2,right,ACH,0.44
720575940631624785,central,,PVLP124,right,ACH,0.71
720575940631642937,central,,CB3114,right,ACH,0.71
720575940631663052,central,,CB3400,left,ACH,0.84
720575940631693610,central,,AMMC-A1,right,ACH,0.34
720575940631735265,central,,CB0956,left,ACH,0.91
720575940631742405,visual_projection,,LPLC2,right,ACH,0.59
720575940631779532,central,,PVLP026,left,GABA,0.53
720575940631824744,central,,CL266_a,left,ACH,0.71
720575940631842360,central,,LHAD1g1,right,GABA,0.62
720575940631914700,central,,CB2305,right,ACH,0.74
720575940631924584,central,,CB0397,left,GABA,0.52
720575940631927583,central,,PVLP070,left,ACH,0.91
720575940632008109,central,,PVLP100,left,GABA,0.74
720575940632009167,visual_projection,,LPLC2,left,ACH,0.56
720575940632043320,descending,,DNge130,right,ACH,0.8
720575940632080146,visual_projection,,LPLC2,left,ACH,0.52
720575940632080977,central,,PLP163,left,ACH,0.75
720575940632084141,central,,"SAD011,SAD019",right,GABA,0.55
720575940632086573,visual_projection,,LPLC1,left,ACH,0.62
720575940632129848,visual_projection,,LPLC2,left,ACH,0.59
720575940632310940,central,,PVLP112b,left,GABA,0.82
720575940632381536,central,,PVLP024,right,GABA,0.75
720575940632427603,visual_projection,,H2,right,ACH,0.85
720575940632469290,central,,CL001,right,GLUT,0.72
720575940632472850,descending,,DNpe056,right,ACH,0.9
720575940632475449,visual_projection,,LC4,right,ACH,0.68
720575940632492319,central,,PVLP128,left,ACH,0.82
720575940632499757,descending,,DNp01,right,GLUT,0.27
720575940632504874,optic,LOP,LPi14,right,GABA,0.86
720575940632512226,visual_projection,,LPLC2,right,ACH,0.53
720575940632548665,visual_projection,,LPLC4,right,ACH,0.73
720575940632679341,central,,CB3114,right,ACH,0.68
720575940632711052,visual_projection,,LPLC2,right,ACH,0.62
720575940632715234,visual_projection,,LC4,right,ACH,0.59
720575940632736825,central,,CL038,left,GLUT,0.51
720575940632769180,visual_projection,,LC4,left,ACH,0.61
720575940632777124,visual_projection,,LPLC2,left,ACH,0.51
720575940632779932,visual_projection,,LPLC2,left,ACH,0.73
720575940632807193,central,,AVLP370a,right,ACH,0.86
720575940632830568,central,,AVLP094,left,GABA,0.71
720575940632945177,central,,CB3878,center,GABA,0.48
720575940633013355,visual_projection,,LC4,right,ACH,0.57
720575940633095137,descending,,DNp71,right,ACH,0.89
720575940633123539,central,,SAD072,left,GABA,0.88
720575940633176749,visual_projection,,LPLC4,left,ACH,0.8
720575940633186530,central,,PVLP123b,left,ACH,0.59
720575940633203783,central,,CL038,right,GLUT,0.73
720575940633218863,visual_projection,,LC4,right,ACH,0.58
720575940633350812,central,,AVLP531,right,GABA,0.79
720575940633397023,central,,SAD064,right,ACH,0.64
720575940633471583,optic,bilateral,LC14a1,right,ACH,0.65
720575940633483444,central,,CB1538,right,GABA,0.46
720575940633552685,visual_projection,,LPLC2,right,ACH,0.54
720575940633572004,visual_projection,bilateral,LPT50,right,GABA,0.76
720575940633580384,visual_projection,,LC4,left,ACH,0.51
720575940633588320,visual_projection,,LPLC2,right,ACH,0.55
720575940633746515,central,,PVLP015,left,GLUT,0.69
720575940633942445,central,,CB0206,left,GLUT,0.68
720575940633995949,central,,PLP029,right,GLUT,0.7
720575940633999129,central,,CB2649,right,ACH,0.71
720575940634026925,central,,CL022,left,ACH,0.74
720575940634037439,central,,PVLP123a,left,ACH,0.73
720575940634086169,central,,CB0659,left,ACH,0.69
720575940634091746,central,,CB3466,right,ACH,0.67
720575940634146967,visual_projection,,LPLC2,right,ACH,0.44
720575940634179320,visual_projection,,LPLC4,right,ACH,0.77
720575940634317724,central,,CB1498,left,ACH,0.75
720575940634356587,visual_projection,,LT82a,right,ACH,0.81
720575940634458719,descending,,DNpe056,left,ACH,0.91
720575940634517856,visual_projection,,LC4,left,ACH,0.66
720575940634612194,optic,LOP,LPi15,right,GABA,0.86
720575940634646753,central,,AVLP258,left,ACH,0.88
720575940634676916,central,,CB0766,right,ACH,0.91
720575940634700980,visual_projection,,LPLC2,left,ACH,0.53
720575940634763877,visual_projection,,LTe65,right,ACH,0.9
720575940634790648,central,,PLP060,right,GABA,0.76
720575940634823449,central,,PVLP021,right,GABA,0.77
720575940635004271,visual_projection,,LPLC2,left,ACH,0.45
720575940635028591,central,,PVLP137,left,ACH,0.88
720575940635040357,visual_projection,,LPLC2,right,ACH,0.47
720575940635047672,central,,PVLP122a,right,ACH,0.87
720575940635089945,central,,cML01,left,GLUT,0.66
720575940635106202,central,,AVLP592,left,ACH,0.9
720575940635116569,central,,CB2940,left,ACH,0.85
720575940635119723,central,,LHAD1g1,left,GABA,0.69
720575940635234478,visual_projection,,LPLC2,left,ACH,0.45
720575940635282910,central,,CB1280,left,ACH,0.81
720575940635307639,visual_projection,,LPLC2,left,ACH,0.52
720575940635330204,central,,CB3882,center,GABA,0.67
720575940635362716,central,,AVLP209,left,GABA,0.51
720575940635497311,visual_projection,,LPLC4,left,ACH,0.71
720575940635516084,visual_projection,,LPLC2,left,ACH,0.53
720575940635572592,visual_projection,,LPLC2,right,ACH,0.56
720575940635684762,central,,cL21,right,GABA,0.45
720575940635835967,visual_projection,,LC4,right,ACH,0.66
720575940635865572,central,,CB2672,right,ACH,0.51
720575940635872101,descending,,DNp09,left,ACH,0.88
720575940635917966,central,,CL128a,right,GABA,0.63
720575940635967886,central,,AVLP340,right,ACH,0.86
720575940635968398,central,,PVLP100,right,GABA,0.63
720575940636060791,central,,CB2286,right,ACH,0.67
720575940636151871,central,,PVLP111,left,GABA,0.69
720575940636295019,visual_projection,,LPLC2,left,ACH,0.51
720575940636357865,central,,AVLP451b,right,ACH,0.8
720575940636418740,visual_projection,,LPLC4,left,ACH,0.73
720575940636479668,central,,OA-VUMa4,center,OCT,0.73
720575940636529520,visual_projection,,LPLC2,left,ACH,0.55
720575940636538340,ascending,AN,AN_AVLP_PVLP_9,right,ACH,0.84
720575940636539102,visual_projection,,LPLC2,right,ACH,0.5
720575940636573108,central,,CB3582,left,GABA,0.83
720575940636700272,central,,CB3707,right,GABA,0.74
720575940636704357,central,,AVLP396,right,ACH,0.71
720575940636737246,central,,PLP093,left,ACH,0.84
720575940636762479,optic,ME.LO,LMa2,right,GABA,0.72
720575940636878682,visual_projection,,LPLC2,right,ACH,0.48
720575940636922999,central,,PVLP025,left,GABA,0.79
720575940636950505,visual_projection,,LPLC2,right,ACH,0.45
720575940636957006,visual_projection,,LC4,right,ACH,0.67
720575940636999401,visual_projection,,LPLC2,right,ACH,0.47
720575940637064926,visual_projection,,LC31b,right,ACH,0.88
720575940637085503,central,,CB0056,left,ACH,0.81
720575940637088602,visual_projection,,LPLC2,right,ACH,0.41
720575940637148393,central,,AVLP488,left,GLUT,0.5
720575940637188836,central,,CB2286,left,ACH,0.72
720575940637197710,central,,SAD049,right,ACH,0.74
720575940637341668,descending,,DNpe045,left,ACH,0.94
720575940637377764,central,,AVLP263,left,ACH,0.76
720575940637458997,central,,CB3682,left,ACH,0.87
720575940637471039,central,,SAD014,left,GABA,0.74
720575940637561919,central,,CB0956,left,ACH,0.89
720575940637602621,visual_projection,,LC31a,left,ACH,0.86
720575940637663662,central,,CB2664,left,ACH,0.77
720575940637702222,visual_projection,,LPLC2,right,ACH,0.63
720575940637761112,visual_projection,,LC31a,right,ACH,0.86
720575940637905478,visual_projection,,LPLC1,left,ACH,0.61
720575940637952624,optic,ME.LO,LMa2,right,GABA,0.71
720575940637958709,visual_projection,,LPLC2,right,ACH,0.61
720575940638051696,optic,LO,Li24,left,GABA,0.7
720575940638245027,central,,PVLP012,right,ACH,0.94
720575940638456227,visual_projection,,LC4,left,ACH,0.56
720575940638496720,visual_projection,,LC4,left,ACH,0.62
720575940638603709,central,,PVLP022,right,GABA,0.73
720575940638626118,visual_projection,,LPLC2,left,ACH,0.63
720575940638642776,optic,bilateral,LC14a1,right,ACH,0.73
720575940638668878,central,,CB1819,right,ACH,0.87
720575940638680654,central,,CB0956,left,ACH,0.88
720575940638720070,central,,cL18,left,GABA,0.87
720575940638835288,visual_projection,,LPLC2,left,ACH,0.51
720575940638857048,visual_projection,,LPLC2,right,ACH,0.55
720575940638900713,central,,PVLP011,right,GABA,0.85
720575940638910040,central,,PVLP151,right,ACH,0.82
720575940638922624,visual_projection,,LPLC2,right,ACH,0.46
720575940639057973,ascending,AN,AN_AVLP_54,left,ACH,0.86
720575940639086399,optic,ME.LO,LMa2,left,GABA,0.76
720575940639109795,visual_projection,,LPLC2,left,ACH,0.55
720575940639128646,visual_projection,,LC31c,right,ACH,0.81
720575940639177449,visual_projection,,LPLC2,right,ACH,0.68
720575940639209956,central,,DCH,left,GABA,0.86
720575940639436021,central,,SAD023,right,GABA,0.63
720575940639811469,central,,CB3877,center,GABA,0.48
720575940639817947,visual_projection,,LC4,right,ACH,0.62
720575940639878352,visual_projection,,LPLC2,left,ACH,0.53
720575940639884878,visual_projection,,LPLC2,left,ACH,0.51
720575940639895003,visual_projection,,LPLC2,left,ACH,0.47
720575940639900213,central,,CB1920,right,ACH,0.84
720575940640172221,central,,CL323a,left,ACH,0.72
720575940640242061,central,,CB3466,left,ACH,0.61
720575940640302389,visual_projection,,LPLC2,left,ACH,0.55
720575940640333109,central,,AVLP085,left,GABA,0.87
720575940640462069,central,,PVLP124,left,ACH,0.77
720575940640507763,central,,SAD021_a,right,GABA,0.57
720575940640510427,visual_projection,,LPLC2,right,ACH,0.67
720575940640612480,visual_projection,,LC4,left,ACH,0.68
720575940640642723,visual_projection,,LPLC1,left,ACH,0.52
720575940640834211,central,,PVLP011,left,GABA,0.83
720575940640851363,optic,LO,Li31,left,GABA,0.84
720575940640868184,optic,ME.LO,LMa2,left,GABA,0.63
720575940640926627,central,,CB3513a,left,GABA,0.74
720575940641096144,visual_projection,,LC31c,left,ACH,0.81
720575940641211520,central,,CB3921,center,GABA,0.49
720575940641213824,visual_projection,,LC4,right,ACH,0.64
720575940641216976,visual_projection,,LPLC4,left,ACH,0.79
720575940641227136,visual_projection,,LPLC4,right,ACH,0.74
720575940641363957,central,,AVLP429,left,ACH,0.85
720575940641464309,central,,SAD013,left,GABA,0.74
720575940641552347,visual_projection,,LPLC2,left,ACH,0.57
720575940641704656,visual_projection,,LPLC2,left,ACH,0.43
720575940642397128,visual_projection,,LPLC2,right,ACH,0.76
720575940642414837,visual_projection,,LPLC2,left,ACH,0.44
720575940643120525,central,,AVLP087,left,GLUT,0.43
720575940643347616,descending,,DNp55,left,ACH,0.86
720575940643439816,central,,CB0414,left,GABA,0.73
720575940643683744,ascending,AN,AN_AVLP_PVLP_4,left,ACH,0.86
720575940643740964,visual_projection,,LPLC2,left,ACH,0.47
720575940643795492,central,,,left,ACH,0.81
720575940643889608,central,,CB1314,right,GABA,0.68
720575940644275223,ascending,AN,AN_AVLP_PVLP_4,right,ACH,0.92
720575940644386158,central,,PVLP080b,left,GABA,0.62
720575940644465568,visual_projection,,LTe20,right,ACH,0.88
720575940644968302,central,,CB0264,right,ACH,0.88
720575940645134359,visual_projection,,LPLC1,left,ACH,0.57
720575940645180196,visual_projection,,LPLC2,right,ACH,0.57
720575940645328436,visual_projection,,LPLC2,left,ACH,0.43
720575940645404695,central,,AVLP430,left,ACH,0.88
720575940645407268,visual_projection,,LPLC2,left,ACH,0.64
720575940645699124,visual_projection,,LPLC2,right,ACH,0.58
720575940645821316,visual_projection,,LC4,right,ACH,0.67
720575940646094359,central,,WED072,left,ACH,0.89
720575940646225204,central,,AVLP259,right,ACH,0.83
720575940646414132,visual_projection,,LPLC4,left,ACH,0.75
720575940646708788,visual_projection,,LPLC1,left,ACH,0.62
720575940647358243,visual_projection,,LPLC2,right,ACH,0.5
720575940647369507,visual_projection,,LPLC2,left,ACH,0.45
720575940647882548,central,,CB1958,right,GLUT,0.69
720575940647935028,visual_projection,bilateral,LT66,left,ACH,0.86
720575940647952948,central,,SAD013,right,GABA,0.68
720575940647966260,central,,PVLP024,left,GABA,0.71
720575940648418425,visual_projection,,LPLC2,left,ACH,0.48
720575940649229433,visual_projection,,LC4,left,ACH,0.63
720575940650935673,optic,LO,Li32,right,GABA,0.66
720575940651404278,visual_projection,,LC31a,right,ACH,0.91
720575940651421686,visual_projection,,LPLC4,right,ACH,0.76
720575940651833078,central,,CB2917,left,ACH,0.58
720575940652554657,central,,PLP163,right,ACH,0.83
720575940652611745,visual_projection,,LC4,right,ACH,0.66
720575940653213174,optic,ME.LO,LMa2,right,GABA,0.73
720575940653399030,optic,ME.LO,LMa2,left,GABA,0.68
720575940653666465,visual_projection,,LPLC2,left,ACH,0.48
720575940653703841,central,,PVLP112b,right,GABA,0.82
720575940653742753,visual_projection,,LPLC2,right,ACH,0.43
720575940654401441,central,,CB1314,left,GABA,0.72
720575940654777505,central,,PLP249,left,GABA,0.87
720575940655000737,visual_projection,,LT51,left,GLUT,0.68
720575940655628705,central,,SMP068,left,GLUT,0.74
720575940655750305,visual_projection,,LPLC2,left,ACH,0.54
720575940660051073,central,,CL140,right,GABA,0.76
720575940661316993,visual_projection,,LPLC2,right,ACH,0.5
